3280	http://dbpedia.org/resource/Category:Independent_films
3280	http://dbpedia.org/resource/Category:1973_films
3280	http://dbpedia.org/resource/Category:American_thriller_films
3280	http://dbpedia.org/resource/Category:American_films
3280	http://dbpedia.org/resource/Category:English-language_films
3280	http://dbpedia.org/resource/Category:American_horror_films
3280	http://dbpedia.org/resource/Category:Psychological_thriller_films
3280	http://dbpedia.org/resource/Category:1973_horror_films
3280	http://dbpedia.org/resource/Category:1970s_thriller_films
3280	http://dbpedia.org/resource/Category:1970s_horror_films
3282	http://dbpedia.org/resource/Category:French_films
3282	http://dbpedia.org/resource/Category:French_LGBT-related_films
3282	http://dbpedia.org/resource/Category:Trans_women
3282	http://dbpedia.org/resource/Category:English-language_films
3282	http://dbpedia.org/resource/Category:British_LGBT-related_films
3282	http://dbpedia.org/resource/Category:1990s_comedy_films
3282	http://dbpedia.org/resource/Category:Transgender_in_film
3282	http://dbpedia.org/resource/Category:British_comedy_films
3282	http://dbpedia.org/resource/Category:1996_films
3282	http://dbpedia.org/resource/Category:British_films
3284	http://dbpedia.org/resource/Category:Works_inspired_by_Don_Quixote
3284	http://dbpedia.org/resource/Category:Universal_Pictures_films
3284	http://dbpedia.org/resource/Category:1971_films
3284	http://dbpedia.org/resource/Category:1970s_films
3284	http://dbpedia.org/resource/Category:Sherlock_Holmes_films
3284	http://dbpedia.org/resource/Category:Works_based_on_Don_Quixote
3284	http://dbpedia.org/resource/Category:Films_set_in_New_York_City
3283	http://dbpedia.org/resource/Category:1970s_drama_films
3283	http://dbpedia.org/resource/Category:1971_films
3283	http://dbpedia.org/resource/Category:American_films
3283	http://dbpedia.org/resource/Category:English-language_films
3283	http://dbpedia.org/resource/Category:1970s_comedy-drama_films
3283	http://dbpedia.org/resource/Category:Films_set_in_Los_Angeles,_California
3283	http://dbpedia.org/resource/Category:Films_directed_by_John_Cassavetes
3286	http://dbpedia.org/resource/Category:Directorial_debut_films
3286	http://dbpedia.org/resource/Category:2000s_comedy_films
3286	http://dbpedia.org/resource/Category:2000_films
3286	http://dbpedia.org/resource/Category:American_films
3286	http://dbpedia.org/resource/Category:American_children's_films
3286	http://dbpedia.org/resource/Category:Paramount_Pictures_films
3286	http://dbpedia.org/resource/Category:Nickelodeon_films
3286	http://dbpedia.org/resource/Category:Films_shot_in_Edmonton
3286	http://dbpedia.org/resource/Category:American_teen_comedy_films
3286	http://dbpedia.org/resource/Category:Nickelodeon_Movies_films
3285	http://dbpedia.org/resource/Category:British_drama_films
3285	http://dbpedia.org/resource/Category:English-language_films
3285	http://dbpedia.org/resource/Category:Films_based_on_novels
3285	http://dbpedia.org/resource/Category:20th_Century_Fox_films
3285	http://dbpedia.org/resource/Category:2000s_adventure_films
3285	http://dbpedia.org/resource/Category:Films_about_cannabis
3285	http://dbpedia.org/resource/Category:2000s_psychological_thriller_films
3285	http://dbpedia.org/resource/Category:2000s_drama_films
3285	http://dbpedia.org/resource/Category:2000_films
3285	http://dbpedia.org/resource/Category:Films_directed_by_Danny_Boyle
3285	http://dbpedia.org/resource/Category:Films_shot_in_Thailand
3285	http://dbpedia.org/resource/Category:British_films
3285	http://dbpedia.org/resource/Category:Films_set_in_Thailand
3285	http://dbpedia.org/resource/Category:Psychological_thriller_films
